timestamp,dataset,classifier,num_features,test_acc,train_time,test_time,total_time
08/04/2026 14:21,Beef,rf_MultiRocket_49728,49728,0.766666667,0.129913667,0.013207959,0.31564121
08/04/2026 14:21,Coffee,rf_MultiRocket_49728,49728,1.0,0.114910375,0.014215125,0.240931542
08/04/2026 14:25,Crop,rf_MultiRocket_49728,49728,0.758571429,31.13784079,7.4210875,44.56299525
08/04/2026 14:21,ECG200,rf_MultiRocket_49728,49728,0.88,0.180971875,0.01585625,0.331831832
08/04/2026 14:23,ElectricDevices,rf_MultiRocket_49728,49728,0.726624303,68.75633454,0.480663042,75.20870888
08/04/2026 14:21,InsectWingbeatSound,rf_MultiRocket_49728,49728,0.666666667,0.587091375,0.059583375,2.560904666
08/04/2026 14:22,StarLightCurves,rf_MultiRocket_49728,49728,0.980330257,2.353379417,0.519808,23.27339742
