timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,physical_cores,logical_cores,max_freq,min_freq,memory
2026-04-12 17:56:36,0,rf_MultiRocket_49728,49728,ElectricDevices,-1,25.801488749999407,0.7241602904940994,0.8368908330012346,0.014902999999321764,1.8053814170016267,1.6330512500026089,0.0008923329987737816,0.0006586249983229209,10,10,4,0,17.0
