timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,physical_cores,logical_cores,max_freq,min_freq,memory
2026-04-12 17:53:42,0,skew_MultiRocket_62160,62160,ElectricDevices,-1,29.24329670899897,0.7229931267021139,1.0354596659999515,0.014972707998822443,2.0191723749994708,1.7567545419988164,0.0009253330026695039,0.001121208999393275,10,10,4,0,17.0
