timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,physical_cores,logical_cores,max_freq,min_freq,memory
2026-04-12 17:59:51,0,var_MultiRocket_62160,62160,Crop,-1,15.102092999997694,0.7553571428571428,6.329397541001526,0.009381834002851974,0.9420332500012591,2.0790663749976375,0.0003827920008916408,0.0007330000007641502,10,10,4,0,17.0
