timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,physical_cores,logical_cores,max_freq,min_freq,memory
2026-04-12 15:29:09,0,mlp_MultiRocket_49728,49728,InsectWingbeatSound,-1,2.7803756249995786,0.6207070707070707,0.2215244579983846,0.029682833001061226,0.10095475000161969,0.8394338750003953,6.166700040921569e-05,0.0008783749999565771,10,10,4,0,17.0
