timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,physical_cores,logical_cores,max_freq,min_freq,memory
2026-04-12 17:51:41,0,MultiRocket_49728,49728,ElectricDevices,-1,21.35696858400115,0.7105433795876022,0.8292702920007287,0.014628584000092815,1.874052417000712,1.608995791999405,0.0008885000006557675,0.0014837079997960245,10,10,4,0,17.0
