timestamp,itr,classifier,num_features,dataset,train_acc,train_time,test_acc,test_time,generate_kernel_time,apply_kernel_on_train_time,apply_kernel_on_test_time,train_transform_time,test_transform_time,physical_cores,logical_cores,max_freq,min_freq,memory
2026-04-12 17:59:04,0,MultiRocket_49728,49728,Crop,-1,17.007639041999937,0.7539880952380953,4.091697708001448,0.009471667002799222,0.9119774999999208,2.0493113749980694,0.0004075419965374749,0.0011543330001586583,10,10,4,0,17.0
